id,setting
47622,private
45747,public
23539,public
123222,public
51269,public
47597,public
97108,private
51341,public
81128,private
53188,public
25563,public
41391,private
72648,private
81388,public
81001,public
122626,public
48430,public
110341,private
106800,public
118086,private
39369,private
98492,public
26424,private
25526,private
124470,public
66719,public
96840,private
118811,public
75992,public
76016,private
35053,public
120312,public
116065,public
45399,private
4589,private
38076,public
91865,private
5917,private
64626,public
51319,private
44151,public
108641,public
112794,public
97705,public
62786,public
106234,public
108124,private
85577,public
9471,public
113792,public
110672,public
57214,public
18374,private
13411,private
109232,public
94336,private
123441,private
114016,private
25291,public
25092,public
6301,private
112031,public
50746,private
46995,private
19861,public
91132,public
33316,public
104871,private
83724,private
103161,public
113564,public
125245,private
26801,public
67230,private
29305,public
6881,public
118557,private
117134,private
96223,private
59226,private
80006,public
87445,private
31715,public
37171,private
111856,public
70289,public
46590,private
53220,private
105691,private
58114,public
20226,public
25772,private
91177,public
14785,private
93549,public
31322,public
16494,private
69742,private
118594,private
74806,public
23191,public
90324,private
60248,private
74162,private
84655,private
71135,private
108101,public
6247,private
97228,private
30275,public
27808,public
4579,public
106923,public
35933,public
61265,public
5605,public
18103,private
91013,private
71142,private
51011,public
29960,private
102747,private
18691,private
93574,private
73570,private
64331,public
14972,public
84520,public
53706,public
50300,public
19628,public
118180,public
58986,private
14245,public
114930,public
82801,private
99070,public
1980,private
55601,public
47130,private
114745,public
103571,private
101703,public
121504,public
43245,private
88137,private
92973,private
11741,private
71895,public
60921,private
36874,public
64970,private
15063,public
2893,private
38946,private
104024,private
120597,public
123737,private
56119,private
118783,public
89844,private
64728,private
12040,public
63060,public
81020,public
18962,private
37156,private
69146,private
103163,private
84053,private
73504,private
18874,private
80643,public
111359,public
60490,public
101301,private
27567,public
12817,public
36954,public
119144,public
19233,private
73768,private
8569,private
15697,private
114834,private
95927,private
35169,private
110608,private
95630,public
119938,public
62677,public
29138,private
42842,private
96178,private
116649,public
12932,public
59437,public
39821,public
59967,public
98810,public
23069,public
117508,private
82150,private
85129,private
90422,public
8677,public
37472,private
3024,public
89072,public
64635,private
4551,public
29198,private
106905,private
81476,public
16528,private
111112,public
125866,public
14018,private
114914,public
24183,public
33159,public
11868,public
19878,public
79711,private
57620,private
26850,public
58093,public
83105,public
24282,private
97624,private
53316,public
87541,private
111357,public
35680,public
61638,private
32985,private
15273,public
68427,private
54977,public
124974,private
17942,private
8043,public
57697,public
44426,private
117967,private
40798,private
88795,private
64422,public
90435,private
61267,public
5357,public
50614,private
8395,public
87280,private
45177,public
14041,private
115989,private
113522,private
52850,private
1450,private
11372,private
49902,public
56025,private
57601,private
49907,public
86553,public
35490,public
55889,private
4289,private
110237,private
93786,public
94915,public
114811,public
63942,private
571,public
49782,private
59378,public
73135,public
113326,private
95368,public
83288,private
34750,public
6108,public
63688,private
29782,private
90248,private
34031,public
95334,private
45549,private
51563,private
15302,private
5026,private
26347,public
76038,public
106967,public
103626,private
1914,public
13247,public
71902,public
6714,private
121452,private
102363,private
37687,public
61487,public
9608,public
34002,public
113164,private
95285,private
68984,public
90523,private
35193,private
91201,private
122901,public
107735,private
32742,public
79201,private
58618,public
41083,public
14414,public
78383,private
93376,public
24143,private
110918,private
27395,private
22936,private
93317,private
62792,public
104849,private
1387,public
33943,private
117627,public
7667,private
30370,public
113484,private
30684,public
73446,public
25927,private
24582,private
14113,public
98335,private
8899,public
40723,public
63968,private
47997,private
35639,public
118029,public
101237,public
109262,private
17238,private
55212,public
35452,public
29835,private
49664,public
65775,private
33204,private
117969,private
46011,private
78571,private
62273,public
90148,public
91629,private
125181,public
32340,public
46688,public
43842,private
30506,private
118513,private
120173,public
32608,public
30126,private
93181,public
19864,public
8955,public
80202,public
20944,private
71521,private
79839,public
55497,private
65267,private
46780,private
53213,private
62226,private
76230,public
92854,private
121716,public
124649,private
77222,public
56187,public
69268,public
25204,public
65223,public
18260,public
11053,public
112249,public
102421,public
95596,public
81211,public
118978,public
125193,private
59135,public
82066,public
84249,public
110315,private
32805,private
35751,private
5271,public
67254,private
22156,public
79789,public
103319,private
70972,public
40526,private
2486,public
58984,public
33941,private
21599,public
99574,private
122233,public
20879,public
67672,private
85797,public
92809,public
4687,public
83972,public
65581,private
59461,public
8492,public
95551,private
105625,private
113061,public
50148,public
62530,public
10039,public
50567,private
2711,public
106830,public
68957,private
19906,public
113057,public
103754,public
74607,private
119960,private
101390,private
120717,public
59972,private
54580,private
98706,public
27745,public
25213,public
71906,private
21532,private
86941,public
44270,private
119118,public
83979,public
17910,private
45148,public
99661,private
120686,private
102529,private
77536,public
19221,public
47504,private
35214,private
87082,private
48499,private
99416,public
19126,private
56254,private
102291,public
85738,private
114259,public
97795,private
32814,public
107556,public
124200,private
104137,private
46193,public
37471,public
2008,private
85520,public
83854,private
39370,public
79368,private
35471,public
13479,private
108689,public
60332,private
82610,private
110936,private
77540,public
40008,public
44440,public
62541,public
124736,private
54048,private
76819,public
8424,public
29206,public
118501,private
64779,private
39165,private
52775,public
35138,private
122960,private
88801,private
16024,public
21435,private
37355,public
116256,public
122297,private
97815,public
47295,public
38449,private
120232,public
111976,private
31167,public
42450,private
40389,public
34903,public
981,private
60625,public
102987,public
12516,public
90634,public
59544,public
33587,private
120410,private
11849,private
11303,public
84408,public
13279,public
87303,private
70167,private
54288,public
100230,private
19717,private
115552,public
63608,public
21937,public
93397,public
27562,public
9092,private
61435,public
71408,private
17379,public
9243,private
103769,private
49094,private
122964,public
85666,public
74599,public
43589,private
65568,private
112524,public
108768,public
18808,private
84744,public
20019,public
79589,private
67683,public
81971,private
84251,private
108328,public
48512,public
25256,public
35051,private
10862,public
115874,public
72666,public
58277,public
51109,private
92466,public
122755,private
85208,public
47026,private
119251,public
39496,private
25969,public
82706,private
15947,private
70119,public
124829,public
9848,public
6884,public
18674,public
53508,public
33565,public
29867,private
56007,private
122377,private
122661,private
121852,public
91252,private
40967,private
106027,private
45769,private
56789,private
28452,public
122978,private
84532,public
27029,private
4271,private
15378,private
78617,private
114252,private
110413,public
71183,public
1232,public
51247,public
38144,public
79500,private
101418,private
53044,public
80082,private
124663,private
75704,private
61810,private
46811,public
115126,public
113438,private
108717,private
107643,public
1591,private
93508,public
18075,public
61818,private
11918,public
111301,public
63602,private
68152,public
118366,public
111227,public
80222,public
81257,private
89647,private
98939,private
84083,public
82586,public
118106,public
52936,private
63818,public
87130,public
82483,public
35522,public
56340,public
56646,private
65413,private
52082,private
51504,private
96129,public
83732,private
25175,public
21470,private
43653,public
51897,public
39542,public
57831,private
105973,private
118118,private
27868,private
38247,public
60650,public
84223,public
7496,public
3555,public
19980,private
121076,public
21082,private
39467,private
64747,public
89328,private
42453,public
101308,private
44038,public
113133,public
58980,private
42752,private
48042,public
37311,private
121075,public
82728,private
67796,private
56227,public
22895,private
64810,public
109775,private
5274,public
117061,private
45101,private
25723,private
37741,private
67715,public
122732,private
29267,public
101839,public
9117,private
99896,private
48706,private
8644,public
97859,public
116866,private
100420,private
76919,public
59819,public
15747,private
92630,private
98526,public
5548,private
24324,public
63993,public
102076,private
1087,private
53140,public
69178,private
69492,public
107700,private
42023,public
89683,private
80369,private
40224,public
57537,private
20248,private
23634,public
91787,private
40733,public
33582,public
74132,private
118666,private
79890,public
122292,private
1661,private
38104,private
86840,public
26558,public
10997,private
81469,public
56848,public
97668,public
79288,public
14555,private
27763,private
118909,private
95604,public
114301,public
48857,public
112354,public
72102,private
37649,public
17752,private
2409,private
38552,public
71392,public
74971,public
48555,private
3318,private
16800,public
13745,private
100880,public
36260,private
42737,public
56566,public
81603,private
50967,public
86315,private
18167,public
3402,private
109249,private
27059,public
23469,public
31797,public
117688,private
44427,public
88837,private
8581,public
61430,private
104982,public
122009,private
101866,private
34030,public
78253,private
107613,public
52327,public
100816,private
80580,private
3642,public
26141,public
109368,private
15997,public
21902,public
27344,private
74652,public
59193,public
49736,public
122291,public
28254,public
42557,private
58777,public
54592,private
17366,private
98426,public
103234,public
42103,private
27488,public
102974,private
104339,private
20648,public
110980,private
108577,public
64052,private
17973,private
35358,public
19369,private
76795,public
14528,public
14939,public
8197,private
47275,public
98967,public
51503,private
42591,public
114520,private
59150,public
28038,private
76567,private
81334,public
94625,public
33152,public
81990,private
110808,public
24951,private
122035,private
72336,private
44814,private
55266,private
25518,private
103796,public
99724,public
39899,public
624,public
90988,public
52607,private
104323,public
49672,private
80584,private
36800,public
82094,public
55834,public
3344,private
55884,private
49985,public
103630,public
107436,public
14580,public
31454,public
10495,public
117335,public
5959,public
79436,private
54692,public
57678,public
78391,private
115153,public
71631,public
39275,private
68834,public
57876,private
121691,public
53284,public
47795,public
96320,private
65849,private
120684,public
43930,public
124467,private
93222,private
38775,private
97448,private
83100,public
58831,public
56767,private
66723,public
7262,private
44591,private
33439,public
107509,private
33618,private
32698,public
91513,public
105677,public
43873,private
45775,private
34851,private
101676,public
7428,public
48168,public
106230,private
74221,public
100313,public
26567,private
123648,private
120573,public
107853,public
31926,private
107862,public
39399,public
72328,private
96501,private
23452,public
110273,private
30349,private
110456,private
74324,private
66735,public
108060,private
77089,private
42619,private
63104,public
59391,public
21945,private
94606,private
4276,public
45756,public
48637,public
35345,public
85756,private
16686,public
85935,private
81681,public
22920,private
49015,private
61527,private
56721,public
117082,public
57609,private
86996,private
101681,private
26421,private
16299,public
103673,private
23145,public
73334,public
91015,private
30538,public
40540,private
79842,public
53462,private
59375,public
57269,public
20607,private
111466,private
111124,public
46973,public
19765,public
55459,public
12041,private
37326,private
108194,public
116006,private
61186,public
28802,public
72448,public
32299,public
37830,public
104677,public
112029,public
91588,private
3226,private
54742,private
110101,public
125249,public
100848,public
76527,public
49066,private
33010,private
361,public
53090,private
116634,public
81950,public
90250,private
6517,private
71782,public
44875,public
89735,private
45479,public
62315,private
9702,private
10131,private
58381,private
94041,public
17368,public
101743,private
91353,private
97799,private
122656,public
97606,private
109074,public
26481,private
103165,public
27865,public
48613,public
96671,public
23346,private
118489,public
99643,private
80247,public
77176,public
9769,public
51820,private
6600,public
111482,public
24921,public
68612,public
106247,private
1811,public
17743,public
119760,public
103212,public
55122,public
110190,public
110363,private
27487,public
87196,public
38109,public
74570,private
101714,public
68903,private
51854,public
53853,private
99967,public
85305,public
57477,public
123619,private
50609,private
11747,private
36791,public
5128,private
64160,public
94129,public
109544,public
46432,private
27606,public
78837,public
2271,public
47054,private
107508,private
76012,public
72851,private
19413,private
66136,public
90961,public
32842,private
33872,public
88037,private
110506,public
74981,public
34479,private
71900,public
87608,public
98422,private
106420,public
40338,private
19578,public
70512,public
45349,public
46782,private
107488,private
42275,private
124546,private
113449,public
46656,public
53270,public
27534,public
107724,private
72515,private
27116,private
67543,private
121753,public
16319,public
29019,public
1466,public
41964,public
112560,private
7333,public
84565,public
115531,private
87504,private
4417,public
104324,private
31809,private
41211,private
4813,public
34307,private
112222,private
86973,private
29079,private
4790,public
111771,public
78289,private
83880,public
40754,private
43438,public
1191,public
114715,private
123834,public
91455,private
65082,public
43001,private
47521,public
85777,private
62232,private
24769,public
43071,public
28798,public
99734,public
103028,public
93242,private
98564,public
18695,private
118705,public
90475,public
17965,public
107002,private
117911,public
82770,public
25347,private
99504,public
78544,public
73975,private
56955,public
61571,private
22285,private
2687,private
96027,public
65162,public
29885,public
9360,public
111572,private
99030,private
13299,public
57157,private
21291,private
56287,public
77396,public
11410,public
14180,public
32721,public
7010,private
119268,private
118558,public
119093,private
75004,private
26981,public
71928,public
83433,public
101208,public
70609,public
112703,public
46529,public
84986,public
28510,private
32493,public
2059,public
58447,private
9629,public
16639,private
116289,private
60866,private
82382,private
11049,private
2360,public
29973,private
39295,public
32891,private
43440,public
105449,private
57227,public
59199,public
41906,private
67441,private
84625,private
36089,public
111141,public
6785,private
32306,private
110865,public
36771,private
41303,public
27207,public
59426,private
50452,private
45037,private
103275,private
21943,public
17600,private
114818,private
94753,private
71971,private
107287,private
8214,private
59979,public
75454,private
88267,public
117712,public
22425,public
75549,public
38749,public
52255,public
51019,public
81370,private
8286,private
74123,public
18934,private
113693,public
118046,private
124632,private
3128,public
40269,private
27951,public
122931,private
29300,public
73346,private
109966,private
59355,private
11304,private
31153,public
66172,public
103032,private
12733,private
52663,public
14388,public
98286,private
112831,private
20893,private
8107,public
25769,public
52672,private
71571,private
123352,public
30929,public
24498,private
112613,private
107132,public
16721,public
122258,public
68780,private
104321,public
57931,public
61737,private
34950,public
63536,public
1544,public
63702,private
17195,public
96658,private
28413,private
57693,public
28065,public
71956,public
101727,public
4553,private
14832,public
74935,private
6100,public
49342,public
80292,public
47612,public
74849,public
120606,public
118767,public
49054,private
74474,private
125492,public
6959,private
13005,private
53030,private
66678,public
47664,private
30686,private
58209,private
115781,public
6065,private
26676,private
103556,public
110859,public
23561,public
112526,private
29290,public
9782,public
106010,private
105859,private
106058,private
32179,private
24631,public
58106,private
7111,private
117568,public
70423,public
12099,public
42837,public
6755,public
91872,private
102389,public
58875,public
4481,public
27263,public
82974,public
48153,public
47410,private
113173,public
4280,private
102044,public
61122,public
79866,public
73691,private
53780,private
124923,private
109656,private
120940,public
22451,public
40555,public
34451,public
78067,public
61648,private
58720,public
58471,private
83050,public
44593,public
2126,private
46743,private
49787,private
51440,private
107656,private
122851,public
97587,private
74635,private
911,public
44130,private
91751,private
100661,public
76911,public
112056,public
99268,private
28890,public
97081,private
121520,private
32,private
30028,private
52653,public
119999,private
49746,public
89288,private
79554,private
113830,private
41265,public
63451,public
57292,public
1773,private
16617,private
16209,public
118958,private
94442,private
47977,public
76679,private
59380,private
34282,private
30721,public
36100,public
97211,private
118242,public
44206,public
15345,public
90376,private
50159,public
65048,public
119283,public
80329,private
85686,private
96243,private
68870,private
39393,public
59711,public
69253,public
49556,private
35704,private
57376,private
60528,public
49087,public
78846,public
69857,private
16763,public
40710,private
3025,private
112401,public
115141,public
70321,public
26848,public
37296,private
10586,public
91419,public
25999,public
110598,public
44917,public
15415,private
75245,public
36584,private
74205,private
57450,private
9559,private
17767,private
38832,public
91377,public
122393,private
82638,public
29818,private
77165,public
5194,private
32191,public
44614,public
5537,private
68750,public
98169,private
88394,private
10306,public
72144,private
28964,public
15140,private
44697,private
110362,public
37753,public
41890,private
46772,public
87032,public
89859,private
64840,private
8095,private
21786,private
51691,public
25801,public
15620,public
119023,public
69136,public
3760,private
31631,public
84022,public
37583,public
25921,public
21027,private
21344,public
30195,private
9521,private
84738,public
41324,public
54750,public
110537,public
84250,private
76845,private
119644,public
102458,private
106275,public
89010,private
62299,private
96275,private
57029,private
18623,private
95278,private
81475,private
58405,public
61206,private
89127,private
30473,public
114569,public
110075,public
42338,public
109558,private
102419,private
53005,private
95476,private
78764,public
12259,public
71630,private
38118,private
31777,private
100764,public
108963,private
51703,private
116419,public
89245,public
105201,public
111964,public
33492,private
98473,private
111269,public
34143,public
121150,private
81098,private
46487,private
70960,public
368,public
42344,private
82741,public
9444,private
53635,private
26499,public
89173,private
18652,private
60122,private
88667,public
91277,public
111660,private
35014,private
120623,private
109853,private
97251,public
12827,public
93167,public
74224,private
21162,private
13408,public
37673,private
16283,public
88149,private
80789,private
35423,private
122472,private
57684,public
125322,private
53769,public
38263,public
42935,private
125222,public
99627,public
82024,public
74068,public
100947,public
113677,private
11454,private
97981,private
119170,private
46149,private
26651,private
55290,public
113811,public
8092,private
121277,public
89741,private
94751,public
113586,private
93113,public
67167,public
112962,public
51402,private
6696,public
17068,public
75268,private
21703,public
74580,public
100076,private
42324,private
87334,private
105378,private
37914,public
46187,private
56904,public
98591,private
119848,public
22532,public
50585,private
100761,private
64753,public
125555,private
74148,public
18697,public
24797,private
73938,private
55055,public
8198,private
48364,public
98288,private
7723,public
57008,public
101526,public
74673,public
114224,private
114699,public
103697,public
39946,public
19569,private
21765,public
9149,private
52958,private
48135,public
3958,private
26979,public
32848,public
10747,public
100321,public
125481,private
124298,private
123797,private
45320,public
75892,public
49912,private
98380,public
55998,private
89307,public
60455,private
95902,private
120148,public
26722,public
62363,private
78550,public
72729,private
107475,private
91406,public
77677,private
81360,private
85355,public
20194,public
76361,private
27535,private
34609,public
99604,private
39969,public
93737,private
124115,public
72015,public
57869,private
36132,private
60438,private
2085,private
79432,private
36979,public
46022,private
8532,private
87935,public
114889,private
40571,private
92795,private
114837,private
92322,private
41968,private
8417,public
25575,private
11158,public
9136,public
113238,private
101446,private
106222,private
96303,private
16292,private
47960,private
16748,private
98496,private
78122,public
12611,public
45257,private
49303,public
13274,private
41350,public
52940,private
6584,public
92393,private
49427,public
96733,private
94977,private
102423,private
61362,public
105396,public
89405,private
64839,private
47578,private
65670,private
60758,public
22850,public
47484,public
60597,public
60907,private
119853,public
69272,private
12362,private
60957,public
81193,public
116184,private
2442,private
8471,public
56830,public
83718,private
38307,private
80392,private
97530,private
44920,public
79969,private
8708,public
17006,private
102620,private
115708,public
29933,private
64356,public
102192,private
70981,public
96183,private
72501,private
60736,private
8001,private
117796,private
46215,private
123971,private
21642,private
61901,public
111952,public
100151,private
81394,private
57948,private
82509,public
102730,public
29764,private
74114,public
48560,private
14258,public
88407,public
81558,private
9584,private
90428,public
79327,private
86280,private
36104,public
48217,private
56260,private
61802,public
15771,public
43216,private
112395,public
77660,public
103002,private
81792,public
25487,private
81203,private
32305,public
31917,public
36519,private
83670,private
81184,public
109291,public
4975,private
40651,public
17367,public
24002,private
43571,private
62707,public
103565,public
117974,private
12594,public
20536,private
49430,private
61681,private
113090,public
111086,private
122688,public
74931,public
31539,private
95661,public
111564,public
95300,private
7206,private
90935,public
121925,private
22531,public
8719,private
81195,private
40584,private
54907,public
53369,public
110950,public
95568,public
95510,public
72592,public
100387,public
53441,public
112656,private
28749,public
27840,private
117784,private
119497,public
97827,private
114819,public
53764,public
96655,private
96881,private
67093,private
111314,public
93432,private
69893,private
66669,private
70916,public
100731,private
113833,private
95388,public
33318,public
51407,private
123659,public
56183,private
91382,private
87184,public
108237,public
367,public
57798,public
55763,public
43951,public
104430,public
114143,public
82645,public
24518,private
85469,private
115214,public
62996,private
14849,private
107455,public
22605,private
67416,private
112811,public
71843,private
80240,private
57930,private
97720,public
71049,private
85325,public
66783,private
61885,public
62867,private
90116,public
101710,public
52168,public
15145,public
14562,public
41537,public
56470,public
18770,private
37143,private
28091,private
77685,private
70407,private
111462,private
25889,private
78520,private
110230,public
1628,private
112845,public
107581,public
18045,public
33847,public
53129,public
50149,public
76698,public
49413,public
32317,public
24171,public
114899,private
5704,private
1465,private
94784,public
123345,private
43080,public
5293,private
90291,public
64200,public
38995,private
87454,private
107846,public
74847,public
88316,public
15381,private
80300,public
44758,private
10674,public
115597,public
71671,private
55695,public
101728,private
15166,public
99415,private
108255,public
46814,private
17144,public
62709,private
43304,private
101235,public
3188,private
109750,public
117341,public
110429,private
43790,public
78113,public
36026,public
33393,public
118575,public
108037,public
37908,private
125816,public
44617,private
61054,private
40237,public
58913,private
34523,public
21369,public
17860,public
17166,public
121724,public
205,public
47374,public
69084,private
110670,public
19664,public
122369,public
39397,private
83148,private
56277,public
84213,private
112919,public
85687,private
123127,public
123606,private
85987,public
102362,private
107741,public
60458,private
44600,public
2805,private
76946,private
89625,public
94435,private
53760,public
83850,public
88016,public
70541,private
43859,public
73898,private
61397,private
80375,private
88624,public
124575,private
96754,public
93377,public
39109,private
24710,private
120072,public
9306,public
12329,public
2578,private
7334,private
27183,public
14834,public
84182,private
22363,private
99714,public
22009,private
105696,public
53795,public
84346,public
59730,private
37935,private
114698,private
109455,public
91854,private
47407,public
114935,public
97505,public
100923,public
70873,private
81085,public
25843,private
124946,public
68199,public
84865,private
71712,private
103088,private
15207,private
46747,private
25315,private
106984,public
58437,private
99546,public
4796,private
120378,private
97049,private
121344,public
47238,private
94818,private
64073,public
9450,public
101376,public
116196,public
89123,private
14392,private
30400,public
82539,private
97977,private
29391,public
52349,private
44356,private
24069,private
80364,public
25481,private
14920,public
123850,private
97784,private
22996,public
105098,private
106415,public
107670,public
100194,public
60864,private
116629,public
78442,private
86012,public
90441,private
85829,public
108189,public
124372,private
47420,private
106719,public
111089,public
93631,public
97443,private
55196,private
37125,private
104381,public
101102,public
3904,private
12403,public
86105,public
119823,private
112986,private
45236,private
90217,public
47884,public
50424,public
80601,public
97345,public
96568,public
83415,public
40510,private
105687,private
25310,private
3534,public
86418,private
88691,public
54445,public
34003,private
13573,private
40416,public
21286,private
83009,private
36617,public
61632,private
56794,public
100188,public
107808,public
113519,private
31855,public
69120,public
114753,public
36366,private
57579,public
115199,private
33261,public
9883,private
88409,public
46640,public
72606,private
80674,private
30862,public
70906,public
41489,private
84403,public
34480,private
47487,private
7291,public
96277,private
89175,public
18609,public
57010,public
99657,private
3110,public
92402,private
36574,private
83344,private
76188,private
116566,private
58800,public
56469,private
67836,public
76250,private
90169,public
83287,public
75061,private
93324,public
59089,public
41683,private
49081,public
37396,private
51889,private
39251,public
117838,public
61993,public
42402,public
39514,private
13714,public
86825,public
112394,private
36737,public
58916,public
56053,private
87764,public
22386,private
81310,private
92789,private
118779,private
32359,public
99645,private
50892,public
87035,public
82752,public
79548,private
100551,public
101873,private
92317,public
43700,private
92176,public
24138,private
21925,public
113016,private
73928,private
116030,private
122251,private
61763,public
7606,private
69831,public
75336,private
9178,public
78395,private
113962,public
94184,public
39966,public
120543,public
78208,public
110880,public
73786,public
43918,public
92852,private
46331,public
71791,public
1550,public
94074,private
3319,private
58175,private
109813,private
58995,private
107137,public
37503,public
3663,public
27719,public
13260,public
33051,private
44240,public
86591,public
107255,public
78278,private
92242,private
28630,private
41326,private
28527,public
11553,public
49397,private
79509,public
47643,public
78879,public
98423,public
32632,private
109748,public
95792,private
2696,public
40070,public
51797,private
29312,private
76545,public
92658,public
42488,private
56712,private
111381,public
21121,public
49391,public
94553,private
108230,private
118096,public
58851,public
111244,public
107056,public
23532,private
66977,private
70836,public
2860,private
31306,private
13033,public
34778,public
84334,public
49281,private
79391,private
50238,private
105191,public
7475,public
35366,public
46830,public
91779,public
8864,private
107334,public
32132,public
78101,public
92806,public
24675,private
75877,public
98670,public
44619,private
9628,public
6190,private
60478,public
60607,private
70769,public
107976,public
52193,private
51394,private
4831,public
87341,private
85038,public
85090,private
60730,public
13403,public
61417,private
92411,public
52916,public
74253,public
83338,private
44458,public
43806,public
106254,private
70625,public
96177,public
25708,public
52235,private
34680,public
72456,public
119136,private
10260,private
98635,private
55179,private
21123,private
19008,public
97293,public
124245,public
58038,public
66038,public
107387,public
107110,public
123561,public
43733,public
60029,private
51793,private
19409,private
48553,private
109659,private
3645,private
122062,private
78686,private
87068,public
34440,public
13778,private
63046,private
71257,private
63142,private
85223,private
88638,public
33109,private
80394,private
40971,private
111566,public
22129,private
114901,private
104536,public
125408,public
74969,public
30933,public
114250,public
7855,private
83309,private
19850,private
15758,private
77150,public
4024,public
63302,public
47233,private
34520,private
113516,public
30990,private
33636,private
20940,public
31627,private
99244,public
61580,private
85694,private
61857,public
4877,public
124177,private
45613,public
34437,public
54921,private
78055,public
115088,public
51593,public
50716,public
49561,public
14887,public
118940,private
14596,private
17150,public
45127,private
90423,public
7866,private
70350,private
122130,public
40867,private
119953,public
75027,public
85133,public
86503,private
66559,public
53125,public
93354,public
85657,private
61944,private
10384,public
119877,public
82247,public
97334,private
115961,private
47212,private
66955,private
51952,public
86153,private
19125,public
85533,public
118722,public
51037,private
50695,private
71875,public
49987,private
3745,public
101753,private
110164,public
104236,public
81113,public
60775,public
9174,private
35650,private
23337,private
38841,public
58517,private
104470,private
69118,private
122371,public
33366,private
34832,private
70737,public
19868,public
90895,private
107718,public
8763,public
113932,private
38799,private
69347,private
74826,private
111491,public
53373,public
10724,private
90827,private
1576,private
41282,public
113565,private
31252,public
59759,private
115684,public
60999,public
69670,public
117827,private
89206,public
81822,private
113688,public
13416,private
68962,public
110249,private
85424,private
87656,private
2172,public
82529,public
107303,public
113495,public
30822,private
58165,private
48040,private
72516,private
100477,private
14864,private
30649,private
24798,private
5869,private
16688,public
82516,private
42351,public
71234,public
46714,private
45353,private
90182,public
70593,public
118521,public
24112,private
46524,public
106128,private
2393,public
47454,private
41184,public
76388,private
54630,public
78696,private
125814,private
7763,public
25420,public
97465,private
66284,private
62029,private
100842,public
37742,private
49466,public
122909,public
61150,private
72198,private
48829,public
351,public
39414,private
114339,public
53799,private
30583,public
7382,public
115131,private
93537,private
34336,private
93768,public
116621,public
100207,public
63766,public
40537,public
18132,private
112926,public
43967,private
16911,private
15073,public
27516,private
47458,public
111982,private
20351,private
121678,public
51887,public
59994,public
103914,public
124407,private
69708,public
116078,private
78612,public
74027,public
91120,public
70308,private
57185,private
62551,public
115000,private
64865,private
34588,public
26116,public
58840,private
124917,private
73761,private
85925,private
24896,private
44289,public
76536,public
125855,private
97516,public
69096,public
8462,private
91998,public
25307,private
64954,public
10915,private
120483,private
60574,private
37904,public
107601,private
1216,public
28437,private
103469,public
100592,public
121486,private
18044,private
20934,private
8563,public
115971,public
23664,public
25329,private
59627,public
91908,public
113611,public
34294,public
19623,public
81729,public
121135,public
17520,public
33580,public
119838,public
21647,private
68614,public
104445,private
31489,private
85376,public
119693,public
62586,private
110162,private
74471,private
113316,private
114118,public
32277,public
28541,private
1921,public
70603,private
99194,public
42229,public
96251,private
35719,private
114495,public
76157,public
84144,private
4544,public
9388,public
12577,private
21159,private
111242,private
84494,public
97476,public
110502,public
68458,private
87672,public
6115,private
66308,private
32958,public
7140,private
89763,public
66378,public
57498,public
13447,public
71457,public
15222,public
123492,private
50630,public
84152,public
97077,private
462,private
50287,public
26658,private
112384,public
74149,private
31628,public
113773,public
92955,public
46385,private
36842,public
2673,public
8400,private
104726,public
97182,public
52853,private
31992,public
22265,public
42902,public
10023,public
39970,private
85135,public
99683,public
50721,private
61679,private
76628,private
8798,private
50433,private
49555,private
124804,private
108674,public
93305,public
95295,private
19190,private
81993,public
31843,public
80989,public
62489,public
96575,public
71618,public
72571,public
10124,public
27354,public
4989,public
75464,private
5802,private
5734,private
94330,private
31046,private
80138,public
36609,private
69184,public
28339,private
92240,public
28068,public
20216,public
124525,private
75550,private
117786,public
36786,public
18342,public
1650,public
21452,public
60766,public
109442,public
71252,private
115464,public
30497,private
42010,private
14717,private
706,public
50355,private
26104,public
22109,private
125606,private
84731,public
84552,public
1427,public
25901,public
19722,private
77000,public
125065,private
17283,private
59333,public
125953,private
20673,public
46579,public
35289,private
119940,private
60059,private
105892,public
36450,public
41177,private
83035,public
16799,private
55891,public
116830,private
54703,private
92696,public
94321,public
29304,public
12487,public
20447,private
23756,public
59111,public
45754,private
119868,private
114465,public
107281,private
71597,private
36429,private
78178,private
20010,public
43529,private
113382,private
122402,private
663,private
51245,private
80338,public
61898,public
83111,private
17719,public
5634,public
120662,private
116172,public
66256,public
2549,public
35553,private
98923,public
45743,public
43436,public
43149,private
99588,public
47432,public
16757,public
46588,private
416,public
99767,private
125875,private
31332,public
58470,public
32906,public
99473,public
28671,public
105713,private
109170,public
21187,public
25407,public
34084,private
1998,private
4309,private
104065,public
100587,private
30682,private
6972,private
48728,public
87609,public
30420,private
28669,private
10236,private
51537,private
111225,public
27783,public
42713,private
67671,public
118112,public
123118,private
50158,private
20198,public
46034,private
3611,private
37811,public
54094,public
2469,private
73111,private
119456,private
16736,public
50439,private
8186,public
5114,private
96056,private
64074,private
92286,private
91360,private
107609,private
35130,private
81827,public
16237,public
14322,public
118911,private
76283,private
79106,public
91660,private
29609,private
17401,private
16190,private
73053,public
7173,public
44642,private
104827,public
91433,public
30841,private
76541,private
69829,private
11623,private
86882,public
40680,private
63845,public
49313,public
107180,private
53237,private
83066,private
58937,private
89685,private
55520,public
31662,public
21791,private
57592,public
122177,public
9353,private
14462,public
120125,public
118808,public
45822,private
89728,public
32573,public
19963,private
97640,public
105070,private
92478,public
49972,public
