id,class
29238,attack
22804,normal
119457,normal
48145,attack
63767,normal
122505,attack
44482,normal
68960,attack
86749,attack
5206,normal
109588,attack
36855,attack
96965,attack
97062,normal
7982,attack
74139,normal
54858,attack
99276,normal
60351,attack
15435,attack
31173,attack
114805,attack
20499,attack
72944,normal
105230,attack
45991,normal
14303,attack
18767,normal
73569,normal
51893,normal
19420,attack
23199,normal
72053,normal
34359,attack
98575,normal
38343,normal
24114,attack
41654,normal
79073,attack
20088,normal
6313,normal
55050,normal
85625,attack
59209,normal
41751,normal
105539,attack
118114,attack
98840,normal
84689,normal
5148,normal
41045,attack
9490,normal
105037,normal
35353,normal
106040,normal
102577,attack
95830,attack
124914,attack
65425,normal
103037,normal
65863,attack
40739,attack
21677,attack
99289,attack
111544,normal
103464,attack
43615,normal
44819,attack
66831,normal
53377,normal
57730,attack
46205,attack
120607,attack
66640,normal
13956,normal
59216,attack
16117,normal
92896,attack
31409,normal
121661,attack
11497,normal
114696,normal
78421,normal
55488,normal
57377,normal
102196,normal
113375,attack
1268,normal
17171,normal
124355,normal
11573,normal
70310,attack
84783,attack
21245,normal
103429,attack
83679,normal
49793,normal
108987,normal
6163,attack
38204,attack
81595,normal
93515,normal
45545,normal
42844,normal
86770,attack
54992,normal
122154,attack
5119,attack
88871,attack
78741,attack
43769,normal
97326,normal
95880,normal
117503,normal
97806,attack
111319,normal
7261,attack
38689,attack
70801,normal
73490,attack
2141,attack
118024,normal
71977,normal
102402,attack
113753,attack
13686,normal
42035,attack
114107,attack
20596,normal
52190,attack
56072,normal
18615,attack
29071,attack
24066,attack
56862,normal
18105,attack
117641,normal
91846,normal
593,normal
14071,attack
97874,attack
54512,normal
77860,normal
104705,attack
117709,normal
65146,normal
27308,attack
62674,attack
12758,normal
87328,attack
29575,attack
22780,attack
59421,attack
70742,normal
50588,normal
42640,normal
106668,attack
76093,normal
74129,attack
55455,normal
58884,normal
80181,normal
39955,attack
100426,normal
51318,attack
32447,normal
32953,normal
24371,attack
81988,normal
18500,attack
47624,attack
68905,normal
65293,attack
59642,normal
81175,normal
84523,attack
10835,normal
90508,attack
91625,normal
75319,normal
6374,attack
39094,normal
50009,attack
10361,attack
83752,normal
2726,normal
71841,attack
102704,attack
74739,attack
65120,normal
103097,normal
66920,normal
85620,attack
100120,attack
114286,normal
76400,normal
10309,attack
117232,normal
75311,attack
74910,normal
83682,normal
70646,attack
51724,attack
90315,normal
36433,normal
65500,attack
60954,normal
45140,normal
2047,normal
102480,normal
37032,attack
8136,normal
90880,attack
58697,normal
38037,attack
84026,normal
78078,normal
75913,normal
84254,attack
80049,attack
29766,normal
65613,attack
51433,normal
91130,attack
64112,normal
123711,attack
14567,attack
70680,normal
33417,normal
125870,normal
3540,normal
30051,attack
5177,attack
35150,attack
43418,normal
81594,attack
121914,attack
50764,normal
121128,normal
25910,attack
47332,attack
37351,normal
98070,normal
47821,normal
83825,attack
75137,normal
25225,normal
70311,attack
44447,attack
42119,normal
70394,attack
8835,attack
20415,attack
7415,attack
8872,attack
109875,normal
42468,attack
47152,normal
99449,attack
60721,normal
123656,attack
73835,normal
102479,normal
104450,normal
56310,attack
1305,normal
46885,attack
47471,attack
10642,attack
61082,normal
86484,attack
93852,normal
1170,attack
35272,attack
33491,attack
90906,attack
114484,attack
77767,attack
114182,attack
112023,normal
29459,normal
62625,normal
27684,normal
117057,normal
66811,normal
103955,normal
31134,normal
44209,normal
92542,attack
64576,attack
81980,normal
62402,normal
51671,attack
107335,normal
104410,normal
46340,normal
29183,attack
10117,attack
122218,attack
86167,normal
18848,attack
55742,normal
70377,attack
48049,normal
67358,normal
58940,normal
8977,normal
8632,attack
82744,attack
59139,normal
121889,attack
106898,attack
93695,normal
68651,attack
96934,normal
110158,attack
5582,attack
88382,normal
117221,normal
93516,attack
90680,attack
36211,normal
63257,normal
74578,normal
16359,normal
74907,normal
7121,attack
26054,attack
22618,normal
47801,normal
50426,attack
22295,attack
32161,normal
56433,normal
109533,normal
22490,normal
124734,normal
67016,attack
88543,attack
4030,normal
114697,attack
4742,normal
1323,normal
32411,normal
116330,attack
19784,attack
56988,normal
99841,attack
48589,normal
82058,normal
41532,attack
25536,normal
9289,attack
97430,attack
58201,attack
105893,attack
43151,attack
28768,attack
55976,attack
62987,normal
76017,normal
76750,normal
86889,normal
27608,attack
70336,attack
43,normal
56702,normal
88832,attack
18908,attack
14301,attack
106458,attack
59976,normal
17710,attack
118346,normal
99548,attack
107258,attack
113965,attack
45146,normal
77383,normal
121263,normal
44469,attack
13102,attack
15982,normal
121350,attack
67070,normal
80223,normal
45440,attack
39808,normal
26662,attack
97313,attack
3107,normal
1219,normal
80276,attack
33514,normal
14418,normal
3375,attack
72060,normal
77326,attack
83400,attack
31439,normal
116570,normal
22416,normal
65304,attack
54487,normal
113336,normal
117804,normal
24649,normal
100108,normal
115555,normal
76644,normal
80151,attack
41001,attack
18777,attack
123516,attack
20867,attack
68454,attack
107066,normal
8649,normal
110086,normal
114702,attack
67047,normal
18749,normal
25560,attack
21579,normal
50868,normal
16751,attack
115053,normal
38854,normal
36610,normal
6473,attack
80854,attack
78621,normal
7765,normal
49162,attack
87343,normal
98437,normal
38697,attack
105619,attack
2076,attack
32995,normal
9047,normal
114373,attack
102167,attack
3589,attack
97420,normal
39341,attack
67781,attack
119841,normal
37962,normal
24654,attack
101491,attack
84292,normal
24936,normal
102330,normal
58974,normal
3186,attack
75343,normal
107586,attack
55222,normal
29180,attack
29687,attack
37019,normal
80349,normal
60145,normal
45492,attack
29142,normal
68113,attack
8188,attack
124443,normal
52568,normal
63280,attack
54851,attack
97832,normal
62937,normal
112078,attack
123420,attack
123692,normal
23832,normal
71031,attack
113981,normal
18587,normal
63268,normal
58390,attack
13661,normal
65745,attack
6625,attack
29293,normal
74327,attack
13542,normal
121884,attack
122333,attack
43316,attack
57206,attack
48734,normal
95043,normal
95652,attack
78500,attack
85391,normal
35825,normal
58358,normal
107162,attack
35577,normal
48747,normal
58494,normal
13192,attack
33047,attack
43560,normal
16166,normal
100110,attack
30445,normal
75153,attack
16468,attack
93847,normal
29598,normal
54348,attack
48057,attack
42033,normal
110127,attack
57769,attack
86057,normal
16065,attack
78112,attack
415,normal
112522,attack
60845,attack
104763,normal
68259,attack
92767,attack
116039,attack
2671,normal
37619,normal
81026,attack
106704,attack
15213,attack
96642,normal
35034,attack
55140,normal
37569,attack
116820,normal
47709,normal
70637,attack
100198,normal
85904,attack
22055,attack
81888,normal
37912,normal
10417,attack
107663,normal
13903,normal
80191,normal
104633,normal
27967,normal
114573,normal
122589,normal
95658,normal
68860,normal
14341,normal
119398,attack
18917,attack
22329,normal
19871,attack
85977,normal
9331,normal
39147,attack
36212,normal
49488,attack
46825,attack
111136,normal
41674,normal
35744,normal
77265,normal
9796,attack
11710,normal
85820,normal
92066,attack
62241,normal
77962,attack
54640,normal
118704,attack
3370,attack
23216,normal
94316,attack
5103,normal
94073,attack
39355,attack
125791,attack
48487,attack
3622,attack
31546,normal
80850,attack
121078,normal
13257,normal
80961,attack
47703,attack
102940,attack
27424,normal
4604,attack
94757,attack
14030,normal
115707,attack
111666,attack
6806,attack
110911,normal
114788,normal
57210,attack
116528,attack
110823,normal
21992,normal
995,normal
13624,normal
6895,normal
2740,normal
84751,normal
23677,attack
106618,normal
108040,normal
94649,attack
20136,attack
120611,normal
41694,attack
92135,normal
10199,attack
81638,attack
43124,normal
117962,normal
10920,normal
84276,normal
22312,normal
117087,normal
30414,attack
10721,attack
81062,attack
89709,attack
66036,attack
90036,attack
94338,normal
113745,normal
57676,attack
126,normal
87215,attack
33581,attack
97050,normal
117856,normal
20509,attack
2773,attack
50538,attack
47542,normal
74874,normal
90792,normal
113673,normal
116062,normal
118373,normal
26516,attack
121126,attack
79354,attack
2510,attack
35149,normal
100377,attack
87113,attack
111589,attack
118900,attack
103846,attack
18740,attack
34313,normal
62133,normal
13320,attack
51446,normal
65601,normal
68079,attack
121616,normal
113595,normal
99687,normal
45361,normal
112725,attack
101370,attack
125436,attack
86451,attack
20651,normal
43538,attack
13831,normal
65888,attack
64093,attack
20156,normal
122289,normal
46041,attack
125901,normal
37658,normal
66066,normal
17517,attack
13202,normal
65346,normal
95540,attack
103845,normal
106621,normal
75240,normal
59891,attack
15074,normal
91457,attack
63935,normal
47166,attack
109715,attack
94195,normal
98619,attack
97812,attack
62375,attack
114366,attack
24563,attack
39809,normal
108236,attack
28374,normal
95232,attack
4432,normal
3533,normal
42768,normal
53123,normal
56236,normal
32321,normal
36818,attack
114307,attack
41841,normal
66749,normal
76563,attack
109548,attack
52787,normal
112268,normal
68343,normal
83509,normal
80170,normal
106135,attack
47698,attack
40546,attack
32414,attack
120041,normal
109521,normal
119632,attack
66057,attack
87648,attack
46402,normal
47565,attack
66265,attack
124890,normal
84509,normal
58267,normal
86542,normal
40304,normal
1933,attack
7230,normal
50961,attack
121288,attack
24660,attack
73440,attack
52139,attack
13166,attack
88209,attack
78359,attack
58890,normal
7455,normal
10621,attack
56417,normal
50675,normal
114479,attack
22426,normal
107973,attack
119411,attack
45255,normal
35328,normal
102025,attack
53985,attack
82785,normal
41619,normal
107870,normal
22791,normal
119771,attack
77,normal
56239,attack
14550,normal
41251,attack
113936,normal
76172,normal
63398,normal
114314,attack
72650,normal
23841,normal
36754,attack
40229,attack
98326,normal
23782,attack
104786,normal
116448,normal
1715,normal
53002,normal
9844,attack
109132,attack
80823,normal
24985,normal
66663,attack
93497,normal
120696,attack
37544,normal
17417,normal
103181,attack
123962,normal
26780,attack
34131,normal
25078,normal
6850,normal
123851,attack
49406,attack
40870,attack
91351,attack
25428,attack
76910,attack
102385,attack
27259,normal
84054,normal
92689,normal
72365,attack
88098,attack
76162,attack
115619,attack
111753,normal
56839,normal
9709,normal
3517,attack
90072,attack
67470,attack
60386,attack
112835,attack
108820,attack
25549,attack
116055,attack
25807,normal
124074,normal
90738,attack
43088,normal
122204,normal
81812,normal
113078,normal
48760,normal
74933,normal
42140,attack
7090,normal
54596,attack
94409,normal
66166,normal
96186,normal
55801,attack
73798,normal
112246,normal
78618,normal
122783,attack
112111,normal
12224,normal
52504,attack
81332,attack
66045,normal
62266,attack
118017,attack
29442,normal
28089,normal
52950,normal
103023,normal
81939,attack
84396,normal
89566,normal
72914,normal
42427,normal
117591,attack
32163,attack
68196,normal
45866,attack
23078,normal
108050,normal
4680,normal
22415,normal
84372,normal
60744,normal
26931,attack
123436,normal
17740,normal
3780,normal
92471,normal
125153,normal
72852,normal
76082,normal
17888,attack
43486,attack
10707,normal
113136,normal
77117,attack
118271,attack
125005,normal
111121,normal
103284,attack
111962,attack
119846,attack
50751,attack
116996,normal
111627,attack
91620,normal
73499,attack
81289,attack
55277,normal
36156,attack
67706,attack
10375,normal
34799,normal
32059,normal
43802,normal
71382,attack
38706,normal
51518,normal
41052,normal
98839,attack
27724,attack
927,attack
85408,normal
95839,normal
103841,attack
3169,normal
102244,normal
109769,normal
95294,normal
91479,attack
72257,attack
67582,attack
14900,attack
36265,attack
35725,normal
38262,attack
106115,normal
86431,normal
84299,normal
10897,attack
106102,normal
38415,normal
6521,attack
20824,attack
47411,normal
36792,normal
45744,normal
117812,attack
33677,attack
29037,normal
35523,normal
53673,normal
6973,normal
37983,normal
20387,attack
124937,attack
32068,normal
13122,normal
1950,normal
69686,attack
64453,normal
113935,attack
25974,normal
31311,normal
48780,normal
107149,normal
836,attack
73592,normal
7151,normal
100181,attack
90898,attack
60873,normal
5773,normal
55770,normal
83652,attack
40408,attack
70599,normal
72034,attack
100472,attack
74728,normal
48711,normal
21103,normal
123874,normal
108870,attack
61720,normal
35461,normal
30393,normal
71648,attack
92364,normal
80972,normal
110279,attack
28512,attack
44743,normal
70266,attack
110466,attack
108410,attack
121464,attack
93384,normal
28968,normal
113540,normal
65309,attack
116016,normal
69950,normal
56392,attack
31761,attack
75333,attack
57242,normal
88366,normal
82049,attack
52231,normal
103435,normal
8467,attack
76375,normal
45386,attack
294,normal
25455,normal
64046,attack
97659,attack
115136,attack
103954,normal
49818,attack
86188,normal
8788,normal
4942,attack
96862,attack
66817,attack
118339,normal
9799,attack
87853,normal
33975,attack
45141,normal
52441,attack
117878,attack
42743,normal
103605,normal
69506,attack
19258,normal
25758,attack
3962,attack
112704,normal
13040,attack
37705,attack
93335,normal
55280,normal
87351,attack
72025,normal
43860,normal
76887,attack
24872,attack
8886,attack
123260,normal
63591,attack
39681,normal
115678,attack
98611,normal
86704,normal
145,normal
89341,attack
45225,normal
63693,attack
85310,normal
95269,attack
109281,attack
119315,attack
97252,normal
9907,attack
27315,attack
122778,normal
110661,attack
41311,normal
3032,attack
106118,normal
50488,attack
104107,normal
28997,attack
32314,attack
83059,normal
22314,attack
114297,attack
32081,attack
68482,attack
102250,normal
67182,attack
73290,normal
68064,attack
68144,attack
22903,attack
94515,normal
19567,normal
79571,normal
76635,attack
43720,normal
44939,normal
59257,normal
1190,attack
10668,normal
5710,normal
107817,attack
108449,attack
54916,normal
45388,normal
21802,normal
67170,normal
83624,attack
104010,attack
1310,normal
119397,attack
61738,attack
54304,normal
110993,attack
66738,normal
22355,normal
53928,attack
28651,normal
88390,attack
2842,normal
19516,normal
56292,attack
41583,attack
94501,normal
14808,normal
23297,normal
5523,attack
66390,attack
40503,normal
46729,normal
81533,normal
26907,normal
87696,normal
41221,attack
59661,attack
3251,attack
78588,attack
63685,attack
50872,normal
22144,normal
102753,normal
64298,normal
89218,normal
99377,normal
61961,attack
952,normal
36608,normal
91662,attack
77022,attack
121945,attack
54212,attack
119958,normal
9463,attack
45075,normal
92793,normal
118520,attack
52150,attack
41529,normal
15538,attack
96763,attack
105854,normal
82671,normal
102828,normal
110352,normal
76251,normal
105951,attack
85581,normal
76326,attack
115549,normal
65733,normal
7502,attack
27150,normal
33613,attack
20342,normal
20642,attack
75505,attack
47679,normal
118228,attack
2325,attack
59062,attack
28789,normal
90642,normal
78366,normal
66285,attack
124699,normal
117592,attack
32936,attack
105038,attack
88478,attack
56893,normal
48406,normal
20360,normal
53984,normal
27677,attack
74085,attack
3708,attack
99225,attack
43098,normal
51745,attack
111561,normal
54171,attack
102766,normal
43813,attack
25463,normal
18428,attack
125310,normal
11148,normal
100851,normal
69283,normal
96471,attack
16511,attack
20306,normal
66656,normal
68538,normal
38087,attack
40542,attack
17688,normal
36614,normal
26876,attack
112567,normal
66426,normal
28032,attack
76471,normal
107746,normal
70267,normal
7898,normal
86350,attack
53247,normal
112674,normal
9473,normal
116414,normal
40427,normal
95847,attack
119246,attack
15468,attack
62594,attack
120751,normal
25885,attack
70704,attack
19076,normal
110485,normal
117624,normal
114421,attack
77645,attack
100113,attack
38231,normal
78127,attack
80018,normal
59868,normal
98346,attack
105861,normal
124340,attack
87224,normal
94279,normal
8948,normal
64054,normal
88612,attack
124703,normal
89815,normal
82715,normal
4161,attack
101114,normal
34990,attack
27886,attack
123221,attack
102521,normal
71103,attack
115602,attack
122293,normal
113896,attack
44800,normal
77001,attack
38619,attack
41254,normal
109843,normal
92254,attack
55966,normal
91758,normal
47622,normal
45747,attack
23539,attack
123222,attack
51269,normal
47597,normal
97108,normal
51341,attack
81128,attack
53188,normal
25563,normal
41391,normal
72648,normal
81388,normal
81001,attack
122626,attack
48430,normal
110341,normal
106800,attack
118086,normal
39369,attack
98492,attack
26424,normal
25526,normal
124470,attack
66719,normal
96840,attack
118811,normal
75992,attack
76016,normal
35053,normal
120312,attack
116065,normal
45399,normal
4589,attack
38076,normal
91865,attack
5917,normal
64626,normal
51319,attack
44151,normal
108641,attack
112794,attack
97705,attack
62786,attack
106234,normal
108124,attack
85577,normal
9471,attack
113792,attack
110672,attack
57214,normal
18374,normal
13411,attack
109232,attack
94336,attack
123441,attack
114016,attack
25291,attack
25092,normal
6301,normal
112031,attack
50746,normal
46995,normal
19861,normal
91132,normal
33316,attack
104871,attack
83724,normal
103161,normal
113564,attack
125245,attack
26801,attack
67230,attack
29305,attack
6881,normal
118557,normal
117134,attack
96223,attack
59226,attack
80006,normal
87445,normal
31715,normal
37171,normal
111856,normal
70289,normal
46590,attack
53220,attack
105691,attack
58114,normal
20226,normal
25772,normal
91177,normal
14785,normal
93549,attack
31322,attack
16494,attack
69742,normal
118594,normal
74806,attack
23191,normal
90324,normal
60248,normal
74162,normal
84655,attack
71135,attack
108101,normal
6247,attack
97228,attack
30275,attack
27808,normal
4579,attack
106923,attack
35933,attack
61265,normal
5605,attack
18103,normal
91013,normal
71142,normal
51011,attack
29960,attack
102747,normal
18691,attack
93574,attack
73570,attack
64331,attack
14972,attack
84520,attack
53706,normal
50300,attack
19628,attack
118180,attack
58986,normal
14245,attack
114930,attack
82801,attack
99070,normal
1980,attack
55601,normal
47130,attack
114745,normal
103571,normal
101703,attack
121504,attack
43245,normal
88137,normal
92973,normal
11741,normal
71895,normal
60921,normal
36874,normal
64970,normal
15063,normal
2893,attack
38946,normal
104024,attack
120597,attack
123737,attack
56119,normal
118783,attack
89844,attack
64728,attack
12040,normal
63060,attack
81020,attack
18962,normal
37156,attack
69146,attack
103163,attack
84053,normal
73504,attack
18874,normal
80643,attack
111359,attack
60490,normal
101301,normal
27567,attack
12817,normal
36954,attack
119144,normal
19233,normal
73768,attack
8569,normal
15697,normal
114834,normal
95927,normal
35169,normal
110608,normal
95630,normal
119938,normal
62677,normal
29138,normal
42842,normal
96178,attack
116649,attack
12932,normal
59437,normal
39821,attack
59967,normal
98810,attack
23069,normal
117508,normal
82150,normal
85129,normal
90422,attack
8677,attack
37472,attack
3024,attack
89072,attack
64635,normal
4551,attack
29198,normal
106905,attack
81476,normal
16528,normal
111112,attack
125866,normal
14018,normal
114914,normal
24183,attack
33159,attack
11868,normal
19878,attack
79711,attack
57620,normal
26850,normal
58093,normal
83105,normal
24282,normal
97624,normal
53316,attack
87541,normal
111357,attack
35680,attack
61638,normal
32985,attack
15273,normal
68427,normal
54977,attack
124974,attack
17942,attack
8043,normal
57697,normal
44426,attack
117967,normal
40798,attack
88795,attack
64422,normal
90435,normal
61267,normal
5357,attack
50614,attack
8395,normal
87280,normal
45177,attack
14041,normal
115989,normal
113522,attack
52850,normal
1450,attack
11372,normal
49902,attack
56025,normal
57601,normal
49907,normal
86553,normal
35490,attack
55889,normal
4289,attack
110237,normal
93786,attack
94915,normal
114811,normal
63942,attack
571,attack
49782,normal
59378,attack
73135,attack
113326,normal
95368,attack
83288,attack
34750,normal
6108,normal
63688,normal
29782,attack
90248,normal
34031,normal
95334,attack
45549,attack
51563,attack
15302,normal
5026,normal
26347,normal
76038,attack
106967,normal
103626,attack
1914,normal
13247,normal
71902,attack
6714,attack
121452,normal
102363,attack
37687,normal
61487,normal
9608,attack
34002,normal
113164,attack
95285,attack
68984,attack
90523,normal
35193,normal
91201,normal
122901,normal
107735,attack
32742,attack
79201,attack
58618,attack
41083,normal
14414,attack
78383,normal
93376,normal
24143,attack
110918,attack
27395,normal
22936,attack
93317,normal
62792,attack
104849,normal
1387,normal
33943,normal
117627,normal
7667,normal
30370,normal
113484,attack
30684,normal
73446,normal
25927,normal
24582,attack
14113,attack
98335,normal
8899,normal
40723,normal
63968,attack
47997,attack
35639,normal
118029,normal
101237,attack
109262,normal
17238,attack
55212,attack
35452,normal
29835,normal
49664,attack
65775,attack
33204,normal
117969,attack
46011,normal
78571,attack
62273,normal
90148,attack
91629,normal
125181,attack
32340,normal
46688,attack
43842,attack
30506,normal
118513,normal
120173,normal
32608,normal
30126,attack
93181,attack
19864,normal
8955,attack
80202,normal
20944,normal
71521,attack
79839,attack
55497,normal
65267,normal
46780,normal
53213,normal
62226,attack
76230,normal
92854,normal
121716,normal
124649,attack
77222,normal
56187,attack
69268,attack
25204,attack
65223,normal
18260,attack
11053,attack
112249,normal
102421,normal
95596,normal
81211,attack
118978,normal
125193,normal
59135,attack
82066,normal
84249,normal
110315,normal
32805,attack
35751,attack
5271,attack
67254,normal
22156,attack
79789,normal
103319,attack
70972,normal
40526,normal
2486,normal
58984,normal
33941,attack
21599,attack
99574,attack
122233,attack
20879,normal
67672,attack
85797,normal
92809,attack
4687,attack
83972,attack
65581,attack
59461,normal
8492,attack
95551,normal
105625,attack
113061,normal
50148,attack
62530,attack
10039,normal
50567,normal
2711,attack
106830,attack
68957,attack
19906,attack
113057,normal
103754,attack
74607,normal
119960,normal
101390,attack
120717,normal
59972,normal
54580,normal
98706,attack
27745,attack
25213,normal
71906,normal
21532,attack
86941,attack
44270,normal
119118,attack
83979,attack
17910,attack
45148,normal
99661,normal
120686,normal
102529,normal
77536,attack
19221,attack
47504,normal
35214,attack
87082,attack
48499,attack
99416,attack
19126,attack
56254,normal
102291,normal
85738,attack
114259,normal
97795,attack
32814,attack
107556,normal
124200,attack
104137,normal
46193,normal
37471,attack
2008,normal
85520,attack
83854,attack
39370,attack
79368,normal
35471,normal
13479,attack
108689,normal
60332,normal
82610,normal
110936,normal
77540,attack
40008,attack
44440,attack
62541,attack
124736,normal
54048,attack
76819,attack
8424,attack
29206,normal
118501,attack
64779,normal
39165,attack
52775,normal
35138,normal
122960,normal
88801,normal
16024,attack
21435,normal
37355,attack
116256,attack
122297,attack
97815,attack
47295,normal
38449,attack
120232,normal
111976,normal
31167,attack
42450,attack
40389,normal
34903,attack
981,normal
60625,attack
102987,attack
12516,normal
90634,attack
59544,normal
33587,normal
120410,attack
11849,normal
11303,normal
84408,normal
13279,normal
87303,normal
70167,attack
54288,attack
100230,attack
19717,attack
115552,normal
63608,normal
21937,attack
93397,attack
27562,normal
9092,attack
61435,attack
71408,attack
17379,attack
9243,normal
103769,attack
49094,attack
122964,normal
85666,normal
74599,normal
43589,attack
65568,normal
112524,normal
108768,attack
18808,attack
84744,normal
20019,attack
79589,normal
67683,normal
81971,normal
84251,normal
108328,attack
48512,attack
25256,attack
35051,attack
10862,attack
115874,normal
72666,normal
58277,normal
51109,normal
92466,attack
122755,attack
85208,normal
47026,attack
119251,normal
39496,normal
25969,normal
82706,normal
15947,normal
70119,normal
124829,normal
9848,attack
6884,normal
18674,normal
53508,normal
33565,normal
29867,attack
56007,normal
122377,normal
122661,attack
121852,normal
91252,attack
40967,normal
106027,attack
45769,attack
56789,attack
28452,attack
122978,attack
84532,attack
27029,attack
4271,attack
15378,normal
78617,normal
114252,normal
110413,normal
71183,attack
1232,attack
51247,normal
38144,attack
79500,attack
101418,attack
53044,normal
80082,normal
124663,normal
75704,attack
61810,normal
46811,normal
115126,normal
113438,attack
108717,normal
107643,normal
1591,normal
93508,attack
18075,normal
61818,normal
11918,normal
111301,normal
63602,attack
68152,normal
118366,normal
111227,normal
80222,normal
81257,normal
89647,normal
98939,attack
84083,attack
82586,normal
118106,normal
52936,normal
63818,normal
87130,normal
82483,normal
35522,attack
56340,attack
56646,normal
65413,normal
52082,attack
51504,attack
96129,attack
83732,normal
25175,normal
21470,normal
43653,attack
51897,attack
39542,normal
57831,normal
105973,normal
118118,normal
27868,normal
38247,normal
60650,normal
84223,normal
7496,normal
3555,normal
19980,attack
121076,normal
21082,normal
39467,normal
64747,attack
89328,normal
42453,normal
101308,normal
44038,attack
113133,normal
58980,normal
42752,normal
48042,attack
37311,attack
121075,attack
82728,normal
67796,normal
56227,normal
22895,normal
64810,attack
109775,attack
5274,normal
117061,normal
45101,normal
25723,normal
37741,normal
67715,attack
122732,attack
29267,attack
101839,normal
9117,attack
99896,attack
48706,normal
8644,attack
97859,normal
116866,attack
100420,attack
76919,normal
59819,attack
15747,attack
92630,normal
98526,attack
5548,normal
24324,attack
63993,attack
102076,attack
1087,normal
53140,normal
69178,normal
69492,attack
107700,attack
42023,normal
89683,normal
80369,attack
40224,attack
57537,attack
20248,attack
23634,attack
91787,attack
40733,normal
33582,normal
74132,attack
118666,attack
79890,attack
122292,normal
1661,normal
38104,attack
86840,attack
26558,normal
10997,normal
81469,normal
56848,normal
97668,attack
79288,attack
14555,attack
27763,normal
118909,normal
95604,normal
114301,attack
48857,normal
112354,attack
72102,normal
37649,normal
17752,normal
2409,attack
38552,attack
71392,normal
74971,normal
48555,normal
3318,normal
16800,normal
13745,normal
100880,attack
36260,attack
42737,normal
56566,attack
81603,attack
50967,normal
86315,attack
18167,attack
3402,normal
109249,attack
27059,normal
23469,normal
31797,attack
117688,normal
44427,attack
88837,normal
8581,normal
61430,normal
104982,attack
122009,normal
101866,normal
34030,normal
78253,attack
107613,normal
52327,attack
100816,normal
80580,normal
3642,normal
26141,normal
109368,normal
15997,attack
21902,attack
27344,attack
74652,attack
59193,attack
49736,attack
122291,attack
28254,normal
42557,attack
58777,attack
54592,normal
17366,attack
98426,normal
103234,normal
42103,normal
27488,normal
102974,attack
104339,attack
20648,normal
110980,attack
108577,normal
64052,normal
17973,attack
35358,attack
19369,normal
76795,normal
14528,normal
14939,attack
8197,attack
47275,normal
98967,attack
51503,normal
42591,attack
114520,attack
59150,attack
28038,attack
76567,normal
81334,normal
94625,attack
33152,attack
81990,normal
110808,attack
24951,normal
122035,attack
72336,attack
44814,attack
55266,normal
25518,normal
103796,attack
99724,attack
39899,normal
624,attack
90988,attack
52607,normal
104323,attack
49672,normal
80584,normal
36800,attack
82094,attack
55834,attack
3344,normal
55884,normal
49985,attack
103630,normal
107436,normal
14580,normal
31454,normal
10495,normal
117335,normal
5959,normal
79436,normal
54692,normal
57678,normal
78391,normal
115153,attack
71631,normal
39275,attack
68834,normal
57876,normal
121691,attack
53284,attack
47795,normal
96320,normal
65849,attack
120684,normal
43930,normal
124467,normal
93222,normal
38775,normal
97448,normal
83100,normal
58831,normal
56767,normal
66723,normal
7262,normal
44591,normal
33439,attack
107509,attack
33618,attack
32698,attack
91513,attack
105677,attack
43873,normal
45775,normal
34851,normal
101676,attack
7428,attack
48168,attack
106230,attack
74221,normal
100313,normal
26567,normal
123648,normal
120573,attack
107853,attack
31926,normal
107862,attack
39399,attack
72328,normal
96501,attack
23452,attack
110273,attack
30349,attack
110456,normal
74324,normal
66735,normal
108060,normal
77089,attack
42619,attack
63104,normal
59391,attack
21945,normal
94606,attack
4276,normal
45756,normal
48637,attack
35345,normal
85756,attack
16686,normal
85935,normal
81681,attack
22920,normal
49015,normal
61527,attack
56721,attack
117082,normal
57609,normal
86996,attack
101681,normal
26421,normal
16299,normal
103673,normal
23145,attack
73334,attack
91015,normal
30538,attack
40540,attack
79842,normal
53462,attack
59375,attack
57269,normal
20607,attack
111466,attack
111124,normal
46973,normal
19765,normal
55459,attack
12041,normal
37326,attack
108194,normal
116006,attack
61186,normal
28802,normal
72448,attack
32299,attack
37830,normal
104677,attack
112029,normal
91588,attack
3226,normal
54742,attack
110101,attack
125249,normal
100848,attack
76527,attack
49066,normal
33010,normal
361,normal
53090,normal
116634,normal
81950,normal
90250,normal
6517,attack
71782,normal
44875,normal
89735,attack
45479,attack
62315,normal
9702,normal
10131,normal
58381,normal
94041,normal
17368,normal
101743,normal
91353,normal
97799,normal
122656,normal
97606,attack
109074,normal
26481,attack
103165,normal
27865,normal
48613,attack
96671,normal
23346,attack
118489,attack
99643,attack
80247,normal
77176,normal
9769,attack
51820,attack
6600,normal
111482,attack
24921,attack
68612,normal
106247,normal
1811,normal
17743,normal
119760,normal
103212,attack
55122,normal
110190,normal
110363,attack
27487,normal
87196,attack
38109,attack
74570,normal
101714,normal
68903,normal
51854,normal
53853,normal
99967,attack
85305,attack
57477,attack
123619,normal
50609,normal
11747,attack
36791,attack
5128,attack
64160,attack
94129,normal
109544,attack
46432,attack
27606,attack
78837,normal
2271,normal
47054,attack
107508,normal
76012,attack
72851,normal
19413,normal
66136,normal
90961,normal
32842,attack
33872,attack
88037,normal
110506,normal
74981,normal
34479,normal
71900,normal
87608,normal
98422,normal
106420,attack
40338,attack
19578,normal
70512,attack
45349,normal
46782,normal
107488,attack
